author,comment
@hafsasallu1347,നമ്മുടെ ഭരണത്തിന്റെ സ്ഥിതി വ്യത്യസ്തമായ ഗാനത്തിൽ കൂടി അവതരിപ്പിച്ച വേടനും team അഭിനന്ദനം അർഹിക്കുന്നു 👍
@faizalshah5234,"ബ്ലഡ് തിളക്കുന്ന വരിക്കൽ നെഗറ്റീവ് പോളിറ്റക്കൽസ്  പേടിക്കിക്കും ,ദൈവം കൂടെയുണ്ടാകും VEDAAA NE VAA 😍 ,വേടനെ പേടിക്കുന്നവർ നാടിന്നു ആപത്തു"
@dineshmuluru4187,Jai bheem
@dineshmuluru4187,ಜೈ ಭೀಮ್
@nidhinmohanmohan1230,❤
@yallappaprs4623,Pulimurugan
@maxima5516,ഇതുവരെ കേൾക്കാത്തവരെ ഈ പാട്ട്  കേൾപ്പിച്ചത് സംഘികളാണ്. എന്റെ ജീവിതത്തിൽ ആദ്യമായി സംഘികൾക്ക് ബിഗ് സല്യൂട്ട്🎉❤
@ushusjoshy7348,Poda copa
@sajadruwi7566,നരേന്ദ്ര മോദിയെ പറ്റി വേടൻ പറയുന്നില്ല..അങ്ങനെ ചിന്തിച്ച കേസ് കൊടുക്കാൻ പറ്റും...<br><br>തീയാണ് ഇവന്റെ വരികൾ..ഒരു രക്ഷയുമില്ല .
@RamKumar-wm2qc,வாழ்த்துக்கள்
@najlaramees6018,Vedan ...and his lines❤❤❤❤ 🔥🔥🔥🔥🔥🔥
@VickysStories,Fire. More power to Vedan. Support from Tamilnadu 🔥🔥🔥
@jeena4267,4 year ago... ente ponno.. anubhavichavarude thalamurakalkku Anthem aakkavunna item.. 🔥🔥🔥
@Shaji-k4o,👌👌💪💪❤️❤️❤️❤️❤️❤️
@SHINUBSHINUB,💙
@koushikadamuger7502,Vaakeduthhavan deshadrohi theevravadi💯😤
@FrancisManavalan-rr5ow,"Vedan: is a blessed songwriter, singer, real human with a soul.<br><br>People who talk and write against him are soulless cadavers, something like brain dead, fit for organ donation."
@AnsalAnsari-rz1lz,മോദിയെ പേര് പറയുന്ന വരി കാണിക്കുന്ന സങ്കി കുഞ്ഞുങ്ങൾക്ക് ലൈഫ് time സെറ്റിൽമെന്റ് 😂
@sketchlikeme-n3h,"He speaks the truth about everything, im gonna draw Vedan"
@VabyRajan,நல்ல தரமான பாட்டு
@FaisalFais-ls9vu,Kanal oru thari mathi
@Aalampara,யாழ்ப்பாணத் தமிழனுக்கு rap ரத்தத்தில் ஊறியுள்ளது போல! ❤❤❤
@samkanda7339,❤❤❤❤❤❤
@IshowDevil444,After 4month kazhinn kannunnavar indavum alle 😂
@Juraij543,വേടന്റെ വാക്കുകളിൽ തെറ്റുകൾ ഇല്ല..<br>(സംഘികൾ ഒഴികെ)😀
@sonue.s2143,Sechikk  again like 👍
@dayasrestha7478,വേടാ വേടാ ❤❤❤❤❤🔥🔥🔥🔥  .
@hendrinerolly1330,❤❤❤❤
@viralvideoclips7169,🔥🔥🔥🔥
@salmanparishhindiandenglis1452,Owsm bro
@salmanparishhindiandenglis1452,❤❤❤
@mustafamuhammadkunju8287,Rights of voice.<br>we are one..........
@bassam.kallayil,You are revolution 🔥🔥🔥
@MrValluvan,அ ❤அறம்
@The_.gentle.man1,❤❤
@The_.gentle.man1,🔥🔥🔥🔥🔥🔥
@csj09,"വാള് ഊരിപിടിച്ചു ബ്രണ്ണൻ കോളേജിലൂടെ നടന്നത് പിണറായി വിജയൻ, ഇമ്മടെ ഇപ്പളത്തെ മുഖ്യ മന്ത്രി. അപ്പോ എന്തായാലും വേടൻ പാട്ടിലൂടെ ചീത്ത വിളിച്ചത് മോഡിയെ അല്ലെന്നുറപ്പായി. രാജ്യസുരക്ഷയെ ബാധിക്കും എന്നതിനാൽ മൂപ്പര് പഠിച്ച കോളേജ്ജുകളുടെ പേരൊന്നും വെളിപ്പെടുത്താൻ പറ്റില്ലാലോ. അത് വെളിപ്പെടുത്തിയാൽ ഈ കോളജിൽ പഠിച്ചിറങ്ങിയവർക്കും, പഠിച്ചുകൊണ്ടിരിക്കുന്നവർക്കും സുരക്ഷ ഒരുക്കാൻ ഇനി പട്ടാളത്തിൽ ആർഎസ്എസ് കാരെയും, ബിജെപിക്കാരെയും എടുക്കേണ്ടി വരും. അതായത് സഹോ, അടുത്ത രക്തബാന്ധവം ഉള്ളവരെ പട്ടാളത്തിൽ എടുക്കില്ലാന്നു അമിത് ഏട്ടൻ പറഞ്ഞു. എടുത്താൽ ഗോക്കളെ പാലിച്ചും, സ്ത്രീകളെ അമ്പലങ്ങൾക്കുള്ളിൽ കയറ്റി ഭോഗിച്ചും നേരം കളയും. അത് തന്നെ കാരണം , ട്ടോ😂😂😂"
@sanjayiss9886,ഇനിയും കത്തും 🔥
@hightech8276,"<a href=""https://www.youtube.com/watch?v=OPzY3ekoIrA&amp;t=149"">2:29</a> മോദി😂"
@NaziNaaz-y3t,Vedan ❤📈
@surnobs007,"ഈ പാട്ടിൽ പ്രത്യേകം ചില വ്യക്തികളെക്കുറിച്ചല്ല പറയുന്നത്. മതം, സമുദായം, അധികാരം എന്നിവയെ ഉപയോഗിച്ച് സ്വാർത്ഥതയുടെ പേരിൽ മറ്റുള്ളവരെ പീഡിപ്പിക്കുകയും സ്വന്തം നേട്ടത്തിനായി അവരെ ഉപദ്രവിക്കുകയും ചെയ്യുന്ന എല്ലാവരെയും കുറിച്ചാണ് പറയുന്നത്."
@Santheep4488,💥
@kuttappanmurali1678,❤
@harikaimal,ഇത്രയും നല്ല കമൻ്റ് ഒരുമിച്ച് കാണുന്നത് ഇതാദ്യം. പാട്ട് ഗംഭീരം. ഇനിയും ഉയരട്ടെ വേടൻ! നിഷ്കളങ്കരായ ആ കുഞ്ഞുങ്ങളും
@voiceofpeople9598,❤❤❤
@Dhikkariyayanissaran,"<a href=""https://www.youtube.com/watch?v=OPzY3ekoIrA&amp;t=150"">2:30</a>🔥 മോദി and ചാണക ഫ്രൈ റെസിപി starts"
@Dhikkariyayanissaran,🔥🔥🔥🔥
@femiradesigns,❤❤
@munsh1803,❤❤
@RajanKaruppiah-s8w,அழகு 🎉
@mohanayyavu628,Thampuraam mayiru 😢😢😢😢
@jbeetamil5881,🔥🔥🔥
@Hmz32155,Million views iniyum koodum🔥
@XPULSEDSOUL,Yethu P**M**.. lyrics are very open and truthful to the core.. MORE POWER TO VEDAN❤
@ananas8047,🔥🔥പാറും ഐറ്റം
@0liver-0rbit,വേടൻne തൊട്ടാൽ പൊള്ളുമെന്ന് ബിജെപിക്കും ഭരണകൂടത്തിലും നല്ലതുപോലെ അറിയാം അതുകൊണ്ട് അറിഞ്ഞ് കളിക്കു മിക്കവാറും ഇത് തീയാകും...<br>കേരള ഭരണകൂടം അത് അറിഞ്ഞതാണ്....❤❤❤❤❤
@hiddenviewvlogs,വീണ്ടും സോങ് kerii🔥🔥🔥🔥
@mrbossarmy-yj4or,❤️
@SaswanthKannoth,❤❤❤❤❤❤
@munambamusicmojo,Sangikal thulayatte...shoe nakkikal
@Sajida-db6yi,ആരെയും😂പേരെടുത്ത് പറയാത്ത  പാട്ടിന് ഇത് ഞങ്ങളെപ്പറ്റി തന്നെയാ എന്ന് പറയാൻ മനസ്സ് കാണിച്ച വിശകലkk ഒരുപാട് നന്ദി❤❤❤
@chemistrymadesimple5444,Super❤
@business__man,&quot;നീ പാണനാണ് പറയനാണ് പുലയനാണ്&quot; എന്ന് ആരെങ്കിലും പാടിയാൽ കേസാകുമോ
@inzagi-x2d,ഇപ്പം മനസ്സിലായി ആരാണ് തമ്പുരാനും തമ്പുരാട്ടി എന്ന് കൊള്ളാം നന്നായിട്ടുണ്ട്
@sudhspk123,🎉🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤
@sanooshek7409,വാടാ...വേടാ...❤❤❤❤❤❤❤❤❤❤❤❤❤❤
@issace.p3734,"ഇപ്പോൾ വേടൻ വളർന്ന് വളർന്ന്,,❤❤❤ സന്തോഷം"
@cineframe5718,വാടാ വേടാ നീ തീ ആകു 🔥
@Mudassir_Kv,"കൂറ് കെട്ടവൻ ഭരിച്ചാൽ, ഊര് കട്ടവൻ മുടിക്കും. 👌<br><br>കപടദേശവാദി നാട്ടിൽ മത ജാതി വ്യാധി<br>തലവനില്ല ആധി നാട്<br>ചുറ്റിടാൻ നിന്റെ നികുതി<br>വാളെടുത്തവന്റെ കയ്യിലാണ് നാട് പാതി<br>വാക്കെടുത്തവൻ ദേശദ്രോഹി തിവ്രവാദി.<br><br><br>ഇത്  ഞങ്ങൾ കുറിച്ചാണെന്ന് അവർ സ്വയം പറയുന്നു. ഞങ്ങൾ ഇങ്ങനെയൊക്കെയാണ്, അത് ചോദ്യംചെയ്യാൻ ഒരുത്തനും വേണ്ട, എന്നല്ലേ അവർ പറയുന്നത്.<br>വാക്ക് എടുത്തവൻ ദേശദ്രോഹി എന്ന് വേടൻ തന്നെ പറയുന്നുണ്ട്. അതിപ്പോൾ സംഭവിച്ചുകൊണ്ടിരിക്കുന്നു."
@inzagi-x2d,ഇതിലെവിടെയാണ് പ്രധാനമന്ത്രിയെ പറയുന്നത് എനിക്ക് മനസ്സിലാവുന്നില്ല ആർക്കെങ്കിലും അറിയുമെങ്കിൽ ടൈം വെച്ച് റിപ്ലൈ തരൂ പ്ലീസ് ഞാനിത് റിപ്പീറ്റ് അടിച്ചു കേട്ടു എന്നിട്ട് എനിക്ക് മനസ്സിലായില്ല
@sarath2514-,Bjp kk pwoliyoum
@sajuharidas,കനൽ ഒരു തരി മതി
@AaronSharon-s5j,❤❤❤
@faizrahmanHR,പൊള്ളിട്ടുണ്ടല്ലോ.<br><br>ഇനി ഇപ്പൊ വെടനെ രാജ്യം മുഴുവൻ ചർച്ച ചെയ്യട്ടെ
@NiviCreations007,വേടൻ തുടരും 🔥
@asifmohammeds3350,thanku counselor ❤❤
@arjunkishorechandra7292,🔥🧨👑
@AlshehriSandblastingPaintingDa,🖤🖤
@aloysiusalex775,Poliii🔥
@muhammedalif4038,വേടൻ കാലത്തിനു പുറമെ എഴുത്തിയവൻ .. വരികൾക്ക് ഇടയിൽ ഉള്ള അർത്ഥം അവരെ ഭയപ്പെടുത്തുന്നു .<br><br>ഒരു വേടൻ്റെ മുമ്പിൽ ചൂളി പോയ സംഘ ശക്തി .. ഇപ്പൊ NIA അന്വേഷിക്കണം എന്ന് കേസ് . വേടൻ്റെ ഈ പഴയ പാട്ടിൽ തന്നെ ഉണ്ട് ഉത്തരങ്ങൾ .. &quot;വാളെടുത്തവൻ്റെ കയ്യിലാണ് നാട് പാതി<br>വാക്കെടുത്തവൻ ദേശദ്രോഹി തീവ്രവാദി&quot; <br><br>ഒന്നല്ല .. ഒരായിരം വേടൻമാർ ഇനിയും വരും.. കാരണം സത്യം മാത്രമേ എന്നും ജിയിക്കൂ.. സത്യമേവ ജയതേ ..
@AjeeshRajan-k2z,ഇ പാട്ട് ഇറങ്ങിയപ്പോ കണ്ട ഞാൻ കമന്റ്‌ ഇടാൻ ഇത്രേം നാള് വേണ്ടിവന്നു ❤❤❤❤❤
@naushadmohammed1998,"ഇതിലെ വരികളിൽ മോഡി യുടെ പേര് പറയുന്നില്ല,വേടൻ പറഞ്ഞത് പൊള്ളുന്നുണ്ടെങ്കിൽ അതിന് ശരിക്കും യോഗ്യത മോഡിക്കു ഉണ്ടെന്നല്ലേ നാം കരുതേണ്ടത്.ആയമ്മക്ക് തോന്നിയത്തിൽ തെറ്റില്ല കാരണം അതൊക്കെ അങ്ങേർക്കു ചേർന്നത് തന്നെ അല്ല?.... ശരിക്കും ആാാ.. അല്ലപിന്നെ."
@amarnathkc8623,🔥🔥🔥🔥
@KL84_84,പ്രധാനമന്ത്രിയെ ഈ പാട്ടിലൂടെ അധിക്ഷേപിച്ചു 🙄 എന്നു പറഞ്ഞു ന്യൂസ് കണ്ടിട്ട്   വീണ്ടും കേൾക്കാൻ വന്നവർ ഉണ്ടോ❓
@rightchoice9675,Thanks for thampuratti for making this rap song famous
@SooryanS-r1u,"മോഡി കടപട വാതി ❤️❤️❤️❤️❤️🚩,വേട ഞങ്ങൾ ഇണ്ട് പോരാടടാ ✌️😍😍😍😍😍"
@ajayrajvr6782,"ഇത്രയേറെ അർത്ഥവത്തായ വരികൾ കേൾക്കുവാൻ സഹായിച്ച ആ ചേച്ചിയോട് നന്ദി മാത്രം,"
@nidhisathyapalan8977,കപട ദേശാവാദി നാട്ടിൽ മത ജാതി വ്യാധി എന്ന വരികൾ കേട്ടപ്പോൾ അത് പ്രധാന മന്ത്രിയെ ഉദ്ദേശിച്ചാണ് എന്ന് സംഘ പരിവാർ പറയുന്നു 😂<br>😅 ശെടാ മഞ്ഞ പിത്തം ഉള്ളവന് കാണുന്നതൊക്കെ മഞ്ഞ ആയി തോന്നും എന്ന് പറയുന്നത് പോലെ 😂
@Unless3728,ഇത് വരെ സ്റ്റേറ്റ് ലെവൽ ഉള്ളൂ ഇനി നാഷണൽ ലെവൽ 😂🥲
@beardedmanvlogs,❤❤❤❤.     ❤❤❤❤
@ThaninaadanVlogs-m1q,🎉🎉🎉🎉❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
@zed_boy___18,Voice of voiceless ❤💥
@mujeeburahman8430,ആദ്യമായി കണ്ടു 23 / 5/ 25
@yasarsalim,കപടദേശവാദി നാട്ടിൽ മത ജാതി വ്യാധി<br>തലവനില്ല ആധി നാട്<br>ചുറ്റിടാൻ നിന്റെ നികുതി<br>വാളെടുത്തവന്റെ കയ്യിലാണ് നാട് പാതി<br>വാക്കെടുത്തവൻ<br>ദേശദ്രോഹി തിവ്രവാദി
@ShahulSha-s9f,❤🔥
@nithinravi4396,"ബിജെപിക്കാര് ഇവിടെ വന്നു തിരയേണ്ട 😂 അങ്ങനെ ഒന്ന് ഇതിലില്ല , <a href=""https://www.youtube.com/watch?v=OPzY3ekoIrA&amp;t=150"">02:30</a> കഴിഞ്ഞുള്ള വരികൾ കേട്ടപ്പോ മോദിയാണ് എന്ന് തെറ്റിദ്ധരിച്ചതാ 😅"
@SouthRoyal,వేదాన్ లాంటి ఒక్కడు ఉన్నాడా తెలుగులో ...
@hanunanna,Evide apamanichu😅
@ashrafkasharaf7524,ആ വരികളിൽ തന്നെ പറയുന്നുണ്ട് വാക്കെടുത്തവൻ  ദേശദ്രോഹി തീവ്രവാദി എന്ന്... വേടനാണ്  ശരി  😍😍😍😍
@deanwinchester7530,കൊള്ളട്ടെ അങ്ങോട്ട് കൊള്ളേണ്ട ഇടത്തു
@AA-rn9nw,Who is mentioning P/M here!!! 😅
@gopalakrishnan5261,👍
@AJMALAju-tb8ds,വാക്കുകളിലെ അർത്ഥം വായിച്ചെടുത്ത് അത് ആരെയാണ് ഉദ്ദേശിക്കുന്നത് എന്ന് മനസ്സിലാക്കാൻ ചാണക വാണങ്ങൾക്ക് പ്രത്യേക കഴിവാണ്...👌
